Date,Open,High,Low,Close,Volume
2010-01-04,0.42374831421347986,0.42626654616346693,0.41459114681790743,0.4232904613018036,800204000
2010-01-05,0.421687914789137,0.4340501057497825,0.421687914789137,0.42947152256965637,728648000
2010-01-06,0.42924261589062346,0.43313440643842027,0.4251218852498049,0.4322187006473541,649168000
2010-01-07,0.42992936373342205,0.43176080241375026,0.4205432575533074,0.423748254776001,547792000
2010-01-08,0.4203142909313786,0.4276400451898939,0.4177960867842067,0.4246639609336853,478168000
2010-01-11,0.4269533323491745,0.42878477125710623,0.4127597012805868,0.4187118709087372,556612000
2010-01-12,0.4125308258117477,0.41413332476728815,0.3958189613208524,0.4045182764530182,627432000
2010-01-13,0.40726536897169274,0.41138609925809394,0.3914692407555729,0.41001251339912415,508868000
2010-01-14,0.4049760667110807,0.407952123842782,0.3967346063558115,0.4036024808883667,608524000
2010-01-15,0.40062649673501705,0.40406043486074117,0.3864328639829458,0.3916982412338257,818192000
2010-01-19,0.38872210966206683,0.40154215471721705,0.38757746375680385,0.39902395009994507,545328000
2010-01-20,0.3939874523977534,0.3990239157801363,0.3887220762283132,0.39742138981819153,719728000
2010-01-21,0.39719246726229485,0.40428928200619296,0.3866617151824153,0.39032459259033203,608632000
2010-01-22,0.38574605018764924,0.3928428661826321,0.3745285304954638,0.37681782245635986,1067916000
2010-01-25,0.38299876592651766,0.390553432106574,0.3802516220311798,0.38322770595550537,643676000
2010-01-26,0.38139645932380717,0.38391469174658027,0.3708657039255953,0.37109464406967163,714636000
2010-01-27,0.3708656574458123,0.3825410575201202,0.366744926402497,0.381167471408844,812504000
2010-01-28,0.3841436299333244,0.38551721630733327,0.36308211774795357,0.36834749579429626,687764000
2010-01-29,0.372468049618204,0.3765887794803587,0.3468279648272439,0.3523222804069519,774700000
2010-02-01,0.3536959095700775,0.38002279248495985,0.35071982478052466,0.37933599948883057,949832000
2010-02-02,0.3779623309033144,0.38803522824022385,0.3768176853393817,0.38322770595550537,849812000
2010-02-03,0.3797937152938819,0.38803517309926255,0.3779622771937418,0.3864326477050781,562296000
2010-02-04,0.3829988538120332,0.3829988538120332,0.35987699719869354,0.3639977276325226,783480000
2010-02-05,0.3635398853692011,0.3722391993632665,0.35712983580461616,0.37132346630096436,604856000
2010-02-08,0.3701787296010314,0.3795648342658945,0.36331085612640074,0.37063658237457275,445160000
2010-02-09,0.3765888359883732,0.37842027478975415,0.36399773175332995,0.3676605820655823,930144000
2010-02-10,0.36994991279119327,0.37819134672353355,0.3674316809479582,0.37475740909576416,535828000
2010-02-11,0.3807096061023998,0.39604788378155154,0.37796246125959326,0.39192715287208557,695980000
2010-02-12,0.3891800159113148,0.405205059657838,0.3848303448058079,0.3971925377845764,780212000
2010-02-16,0.40245792455168233,0.4061208026990722,0.39765040039454735,0.4045182764530182,457024000
2010-02-17,0.40955471827364776,0.40978363108873805,0.39673467275118157,0.40841007232666016,876560000
2010-02-18,0.38597490776240356,0.3880352864609228,0.3710945131986286,0.3816252648830414,1515508000
2010-02-19,0.3800228236698895,0.38414355469430417,0.3777335316886051,0.37956497073173523,510548000
2010-02-22,0.3811675010050919,0.38689075871945694,0.377733562750782,0.38025179505348206,458084000
2010-02-23,0.38139645932380717,0.38299895846079157,0.3672028253634738,0.37109464406967163,489764000
2010-02-24,0.37429950394094774,0.382540964013063,0.3731548582248488,0.37887808680534363,445868000
2010-02-25,0.37017885649066484,0.37635996656899134,0.36079274860843863,0.375444233417511,576972000
2010-02-26,0.37361275782657943,0.3763599297215466,0.36857632150332287,0.3708656132221222,393396000
2010-03-01,0.3710945177161466,0.38757741105241966,0.36811843330906086,0.38574597239494324,555868000
2010-03-02,0.38917993808244244,0.3939874338706804,0.38276991640761776,0.38551706075668335,538648000
2010-03-03,0.38780649513389287,0.38986684733211663,0.37750467956173905,0.3807096779346466,399300000
2010-03-04,0.3823120589853653,0.3852881435780262,0.37658882988044395,0.3813963532447815,557396000
2010-03-05,0.3786493132899573,0.39581900534583386,0.3786493132899573,0.39307186007499695,632832000
2010-03-08,0.39330067175919425,0.39444531752238976,0.3857459769734945,0.3873485028743744,439312000
2010-03-09,0.39124025797382705,0.4056627987565894,0.39101131792548743,0.40177100896835327,830832000
2010-03-10,0.4006263935000506,0.40703641514107924,0.40039745343445743,0.40268674492836,418520000
2010-03-11,0.3994817629716514,0.40085534883652363,0.3919270952958709,0.39352959394454956,540660000
2010-03-12,0.3978792074670296,0.39902385309402,0.39284274487586823,0.39490312337875366,520352000
2010-03-15,0.3944452355861528,0.3983370249144932,0.38917986071110316,0.39284271001815796,358904000
2010-03-16,0.392613910068809,0.4088678921151113,0.39238496998175865,0.40657860040664673,664988000
2010-03-17,0.40886790282589025,0.41985650877248165,0.40886790282589025,0.41436219215393066,651168000
2010-03-18,0.4150489943500488,0.4150489943500488,0.3960478667924113,0.3997107446193695,740964000
2010-03-19,0.40566278681436263,0.40680743244135303,0.3898666607875923,0.39490312337875366,584612000
2010-03-22,0.38986672990447596,0.4029157141979379,0.38986672990447596,0.4013132154941559,435336000
2010-03-23,0.404289284251105,0.4116150118171082,0.4015421125346591,0.409554660320282,493612000
2010-03-24,0.406120728640705,0.4072653744417176,0.3951320962023735,0.39581888914108276,436252000
2010-03-25,0.4015419692338154,0.4040601999783576,0.39604768234272125,0.3969633877277374,495184000
2010-03-26,0.40039732385729593,0.40451805267086577,0.39375839158968223,0.3969633877277374,344676000
2010-03-29,0.3994816597992339,0.402915596284038,0.3939873450492465,0.40199989080429077,394456000
2010-03-30,0.40657856531057546,0.408638916754139,0.3967346063558115,0.4036024808883667,324104000
2010-03-31,0.4020001236087084,0.4038315629193187,0.3962768655291073,0.3983372449874878,389840000
2010-04-01,0.4001685877673371,0.40474717129413446,0.39009568763407665,0.3942164182662964,339664000
2010-04-05,0.39673471906105834,0.4008554504093191,0.3962768387964064,0.40016865730285645,413636000
2010-04-06,0.3951320884864012,0.3960478214836344,0.3834566906278612,0.39032459259033203,809260000
2010-04-07,0.38780627516439387,0.3994816704399169,0.38460125131890616,0.39284271001815796,817468000
2010-04-08,0.39032446390181286,0.39330054740322806,0.3843722968989825,0.3864326477050781,1037600000
2010-04-09,0.3855171253220623,0.39032464920595894,0.38345674624731574,0.38895106315612793,817572000
2010-04-12,0.38940892714410924,0.3976503890963194,0.38872213409967293,0.3960478901863098,546460000
2010-04-13,0.3976504895031843,0.4056630133669094,0.39604799018854325,0.40428945422172546,648696000
2010-04-14,0.4129885361576986,0.4150488873476206,0.40291563837568056,0.40932565927505493,900720000
2010-04-15,0.41069925056679574,0.4148199802937137,0.40657852083987783,0.4123017489910126,957596000
2010-04-16,0.3955899976590068,0.39719249640862264,0.38185422001663,0.3905535340309143,1917736000
2010-04-19,0.3875775054893549,0.38986679754638126,0.37567319225092033,0.38872215151786804,1094492000
2010-04-20,0.39146929681004805,0.3955900276864966,0.3850592740345184,0.39009571075439453,678188000
2010-04-21,0.39215595029527256,0.39261380305406657,0.3754440926300205,0.38002267479896545,895908000
2010-04-22,0.3738416575061472,0.3827699106187164,0.3685762816639408,0.3816252648830414,656932000
2010-04-23,0.38048058268726587,0.3813963156280409,0.36972091848933053,0.37635987997055054,752916000
2010-04-26,0.3768176781969049,0.3846012569679105,0.3761308854134627,0.38002267479896545,491092000
2010-04-27,0.37727560306989477,0.3811673931992922,0.3681184369816619,0.36926308274269104,606704000
2010-04-28,0.36903423346067454,0.3752153439232575,0.36239527003914473,0.36994996666908264,672164000
2010-04-29,0.37109459756119606,0.38162535163961153,0.3656002804066046,0.381167471408844,987128000
2010-04-30,0.3765887918913337,0.37727558477274453,0.35941910630859425,0.3596480190753937,1068048000
2010-05-03,0.36147954247918634,0.36353992160686227,0.3502619955587625,0.35575631260871887,1078972000
2010-05-04,0.35026190554947173,0.3509486984155403,0.33263434024590244,0.33767080307006836,1311376000
2010-05-05,0.3308030976291992,0.34041812078424716,0.32782701188607205,0.3319477438926697,1330840000
2010-05-06,0.32965831980866916,0.3365261946487226,0.2985239156603814,0.32507970929145813,1002888000
2010-05-07,0.3280558472351289,0.3280558472351289,0.3081389851252723,0.3195854723453522,1153712000
2010-05-10,0.3388155609825858,0.3429362922534829,0.32965839250970985,0.3333212435245514,979156000
2010-05-11,0.33011612267742924,0.3362972036392561,0.3271400385726964,0.32965826988220215,829124000
2010-05-12,0.3319476313876217,0.33789977356603196,0.3298872524373751,0.33606836199760437,901236000
2010-05-13,0.3346948637217898,0.35003314430487187,0.3321766312196522,0.3353816568851471,1252000000
2010-05-14,0.31271759131182,0.31363329717511707,0.28845105844829594,0.29669252038002014,2493068000
2010-05-17,0.2971503152284695,0.30104213261304025,0.28799314922337566,0.2973792552947998,856060000
2010-05-18,0.29989756680968693,0.3017290061236958,0.28593287274220114,0.2875353991985321,674112000
2010-05-19,0.28616176013633954,0.2925717829084213,0.2841014083444796,0.29211392998695374,826520000
2010-05-20,0.2836435182920461,0.29211391985263596,0.2749442039239202,0.2852460443973541,1129136000
2010-05-21,0.2770046194542343,0.29943968769069307,0.2770046194542343,0.2914271652698517,1069600000
2010-05-24,0.29051126200057537,0.29394519784834505,0.28204086507701315,0.2829565703868866,664564000
2010-05-25,0.2740285059154259,0.2918849880657053,0.2712813338226814,0.29051142930984497,966652000
2010-05-26,0.3021867676217624,0.30790999617150083,0.2909692232899711,0.2918849289417267,995028000
2010-05-27,0.2992107708783215,0.30905473232269287,0.2985239777932696,0.30905473232269287,713560000
2010-05-28,0.3085968974320493,0.3085968974320493,0.29623470304881794,0.3008132874965668,545116000
2010-06-01,0.29669244574302783,0.3001263828023075,0.2877641930145971,0.2879931330680847,527492000
2010-06-02,0.2884509606707877,0.29165598468693144,0.2866195222744917,0.29119810461997986,649088000
2010-06-03,0.28524605136585945,0.2914271339685135,0.28433031824181065,0.29074034094810486,586360000
2010-06-04,0.28226991579031674,0.28730635155151557,0.2754020141098549,0.27700453996658325,671456000
2010-06-07,0.27814925383952627,0.27998069291695005,0.2621241823799531,0.2632688283920288,577248000
2010-06-08,0.2621241724976612,0.2621241724976612,0.24930412672953417,0.25594308972358704,967636000
2010-06-09,0.25731662202527894,0.2641845244223784,0.24884624818525355,0.24976195394992828,697152000
2010-06-10,0.2547984486944352,0.2609795315883418,0.2541116556416649,0.259834885597229,611768000
2010-06-11,0.2570876632515228,0.26693162126856573,0.2564008704055887,0.2657869756221771,442104000
2010-06-14,0.2696788170499196,0.2701366699381286,0.25937700425792026,0.2600637972354889,375080000
2010-06-15,0.2630398441625194,0.2742573611196932,0.26258196404956846,0.272883802652359,528632000
2010-06-16,0.2710523883270902,0.2735706200116385,0.2657870121715402,0.2694498896598816,366480000
2010-06-17,0.2788360716741277,0.28043857077528234,0.26922102248616786,0.2797517776489258,859068000
2010-06-18,0.28135419029104447,0.285017067645681,0.2792938388356287,0.28158313035964966,932832000
2010-06-21,0.2875353176913094,0.2882220833601838,0.2724259817469044,0.2749441862106323,579836000
2010-06-22,0.27837813837757364,0.2818120760648282,0.26326880163744915,0.2646423876285553,818164000
2010-06-23,0.2671605649332113,0.2703655618703148,0.2596058708160989,0.26761841773986816,614060000
2010-06-24,0.26601589650563456,0.2673894822394746,0.2534247940106215,0.2543404996395111,725028000
2010-06-25,0.25617205944840565,0.2564009996092511,0.2495331222701105,0.2536538541316986,507220000
2010-06-28,0.2554852037045826,0.2577744953459249,0.24953303452088907,0.2541116178035736,372008000
